"id_skill","Skill","description"
"03b9b491-fc9b-4868-914a-bf7cd47b5041","create solutions to problems","Solve problems which arise in planning, prioritising, organising, directing/facilitating action and evaluating performance. Use systematic processes of collecting, analysing, and synthesising information to evaluate current practice and generate new understandings about practice."
"03bc5f23-4317-41c2-9528-2db5c3c87b85","analyse cultural trends","Keep up to date with popular cultural trends such as pop culture, cultural and social slang."
"03bc85d5-78f0-4409-86ed-87dc35345760","assess cage water quality","Analyse the quality of water by monitoring the state of temperature and oxygen, among other parameters."
"03ca6934-62ac-42e8-aca0-9e7c10bb1684","understand the architecture of a live performance","Identify the choreographic structure of a live performance work. Be aware of sequences, sections, parts and rhythmic structure."
"03cf7836-708c-4d43-94ed-3d8beb170655","apply electrolytes to cathodes and anodes","Immerse the components anode and cathose of an electric circuit in a electrolyte solution safely, consisting of metal salts, acids, bases, and other ions that facilitate the flow of electricity."
"03d8e93a-861a-45d3-a2d6-80781d6af1c9","hair cutting techniques","Various techniques that can be used in the process of cutting a person's hair, such as layering, slicing, and face framing."
"03d93b02-a461-4815-a4c0-b46451afc1c2","manage claim files","Follow up on the progress of a claim file, keep all parties informed of the status of the file, ensure the customer receives the damages owed, treat any problems or complaints from customers, close the file and give information to an authorised person or department when there is suspicion of fraud."
"03d93bf5-3c09-489c-a0d7-a895b068041a","rescue animals","Rescue animals found in situations which present an immediate or potential threat to their welfare.'"
"03d988af-2e63-4151-bb5e-950f366e2c64","guide ships into docks","Safely guide a ship into a dock and anchor it."
"03f922b0-d518-457d-8f2c-80252a714be1","criminology","The study of criminal behaviour, such as its causes and nature, its consequences, and control and prevention methods."
"03ff0d53-573a-47a0-a0ad-1995815a4339","information structure","The type of infrastructure which defines the format of data: semi-structured, unstructured and structured."
"04012dd1-478d-4eec-9951-dd623bfe86ca","climate smart agriculture","An integrated approach to landscape management that aims at increasing food productivity, enhance crop resilience, ensure food safety and reduce emissions and adapt to climate change."
"0415142d-6921-4f8d-832b-6271382b8193","test materials","Test the composition, characteristics, and use of materials in order to create new products and applications. Test them under normal and extraordinary conditions."
"041977c2-0a83-4e9d-adb0-f984bcedba82","update message displays","Update message displays that show passenger information."
"042e1e68-b190-47c0-8f0d-ff312fc25b71","operate a forecourt site","Oversee and manage day-to-day operations in a service station forecourt."
"042f91e3-cccc-4d51-b635-bb14ffe90cfc","unload cargo","Handle safe unloading of goods from transportation vehicles."
"0435fe96-523f-4888-a76f-22df1e92d9c4","photogrammetry","The science of taking photographs from at least two different locations in order to measure land surfaces to be represented in a map, 3D model or physical model."
"04383349-705d-4da7-ae05-12b8c84d6bf1","interact with programmer on intention of consultancy work","Ask the programmer or direction team about the intent of your consultancy work, whether it be to follow and improve the current vision, to build customers loyalty, to address a new audience, to change or re-orient the artistic line, etc. Clarify the extent to which the choreologist should be involved in the development of the artistic vision, programming season, or project, and adapt yourself to different leadership styles."
"043c477b-71f6-43e9-8927-ca854fc55252","communicate gambling rules","Inform about the applicable rules and guidelines in force in the gambling industry such as betting ceilings."
"043f1a88-7faa-4d56-b220-5428741c6a75","control train departures","Monitor and control departure of trains; prepare outbound trains with the required number of carriages and provide safety assurance."
"043f3cba-7827-4a1f-9a87-7775ca01ec9d","manipulate dental material","Manipulate materials used in dental procedures such as waxes, plastics, precious and non-precious alloys, stainless steel, porcelains and composites or polymer glass."
"04455dce-a796-4a1f-bd07-ad42bdbda180","forensic pathology","The legal procedures and techniques used to determine the cause of death of an individual, as part of an investigation of criminal law cases."
"04473991-161d-46db-8684-0d5ed6cb6c66","manage temporary ICT networks for live performance","Manage the set-up of networks for distribution of control signals for performing art and event applications. Coordinates with the different users. Defines and sets-up the equipment, cables, connections and devices. Configures, tests and monitors equipment and performance of the network. Control signals include for example DMX, RDM, MIDI, Timecode, tracking and positioning data, but also audio, video and positioning signals. "
"0449bf39-a288-4ecc-823a-3d194be5e932","techniques of blood-sampling","The appropriate techniques for the collection of blood samples for laboratory work purposes, depending on the group of people targeted such as children or elderly."
"0450eaee-1a00-4622-8f4e-5356fce816d2","hygiene in a health care setting","The procedures related to maintaining a hygienic environment within a health care setting such as hospitals and clinics. It can range from hand washing to cleaning and disinfection of medical equipment used and infection control methods."
"0450f6a4-495e-4484-b11f-84e8c12ac5f9","design beer recipes","Be creative in composing, testing and producing new beer recipes according to specifications and existing recipes."
"04512804-4c83-4e1c-a963-02c58e918240","finish plastic products","Finish the product by sanding, branding and polishing the plastic surface."
"0458f6a0-cb54-4ff5-a543-b2c5354e17c0","keep up with digital transformation of industrial processes","Keep up to date with digital innovations applicable to industrial processes. Integrate these transformations in the company's processes aiming for competitive and profitable business models."
"045f71e6-0699-4169-8a54-9c6b96f3174d","advise others","Offer suggestions about the best course of action."
"0460013b-e73a-4200-8c11-88b3b60a222a","perform manual spiral binding","Operate preformed spiral binding in perforated holes of items and hold the spiral against rubber-covered spindles or wringer-like rollers. These further twist the spiral into any remaining perforations."
"04666ae0-ad33-41b2-8977-7121583799d3","place orders for orthopedic products","Order specialised orthopaedic materials and supplies for the store; maintain the company stock."
"047218cf-3974-4148-86f8-31464253aa08","interact verbally in Bosnian","Communicate orally in ​Bosnian."
"0476ca2b-f84e-4657-95b1-ad80bc48d002","emboss designs","Instead of raising a design (embossing) this process recesses the design, forcing the material down from the surface. It produces a different effect or appearance on the material."
