qId,Job,metadata,Edu_essential,Edu_optional,AgeMin,AgeMax,City,Competence_essential,Competence_optional,Knowledge_essential,Knowledge_optional,Language_essential,Language_optional,Experience_essential,Experience_optional
123,fight director,"{'group': '3435', 'uri_comp_ess': ['51754b8a-3e2c-4cc1-86e6-cf510d9c6fe4', '024910a2-1ee8-4f07-bac6-33b577d9392e', '3e137d80-1e7d-42c3-9216-6bef5cfbf92c', '2ef14732-87de-4592-b968-bb6920e7e294'], 'uri_comp_opt': ['2c33fda8-389d-4871-948d-46fc1eb0c161'], 'uri_know_ess': ['81c19090-1585-42e9-9b8a-ac17bad0319e', '08fe5910-8c4c-4679-a988-eb2ded3c4909', '2ad081e6-0a3f-4612-ac15-7ace75d39e26'], 'uri_know_opt': []}",Less-than-degree,-,20,34,Verona,"['use personal protection equipment', ""supervise performers' fights"", 'ensure the longevity of the fight actions', 'adapt fighting techniques for performance']",['manage artistic project'],"['performing arts fights legal regulations', 'labour legislation', 'intellectual property law']",[],"[('Italian', 'Null'), ('French', 'Null')]",[],3,False
124,ICT capacity planner,"{'group': '2523', 'uri_comp_ess': ['27ed854c-15b8-4ba2-90e9-ae888a219703', '875eeec4-fc70-4e6a-80ef-4d18356976e3', 'b8271c8a-cba6-4baa-80f5-6361af3f07e3', 'be727774-46d7-43d7-aee9-1a51b5cd8c71'], 'uri_comp_opt': ['84f58e3d-8669-4d83-8c1d-5dd1e73a654f', 'af607e5e-4ba1-4e5f-a2a6-dc05806567c7'], 'uri_know_ess': ['6f8baa62-bc2b-4cc1-942b-f540c837cfa2', 'eff1bb34-b454-4482-8c29-65f820619f3c', '694dc996-52f3-4afa-a802-672e19f061b7'], 'uri_know_opt': ['99207709-d076-4cce-ba38-e90d3bb28806', 'a57a54b6-2f2e-43e4-9621-b52f4a63cb08']}",Bachelor-D.,-,22,29,Envie,"['perform business analysis', 'forecast workload', 'ensure adherence to organisational ICT standards', 'carrying out statistical forecasts']","['create database diagrams', 'coordinate technological activities']","['outsourcing strategy', 'insourcing strategy', 'crowdsourcing strategy']","['SPARQL', 'LDAP']","[('Spanish', 'A2')]",[],1,False
125,bus driver,"{'group': '8331', 'uri_comp_ess': ['6eae917f-7ff1-4ef5-9cdf-82a0d0d83593', '1d21f6ad-340f-45da-a0a3-4e83867f47a6'], 'uri_comp_opt': ['0ea0b260-617b-4d04-bf00-988dd0b122e5'], 'uri_know_ess': ['48f480aa-c9a8-4552-b1c5-e94330912257', 'b54545e6-637c-43a2-8ab2-9efd5f9e2d38', '575f79e8-8500-4ddf-91ec-5e6de73d35a3', 'a1be36ca-a753-4143-98c3-09ede5e60057'], 'uri_know_opt': []}",Degree,Bachelor-D.,19,38,Camaiore,"['tolerate sitting for long periods', 'provide first aid']",['enact vehicle maintenance'],"['road traffic laws', 'regulations in passenger transportation', 'mechanical components of vehicles', 'effective understanding of transport environment']",[],"[('Italian', 'Null'), ('Arabic', 'Null')]",[],1,True
126,doctors' surgery assistant,"{'group': '3256', 'uri_comp_ess': ['049c8caf-dd12-45fc-9bfa-b64051f32a19', '05ab4b2c-7389-4495-9355-ba0a69effe4f', '4d614c92-0c48-4a11-a5ed-416b34fd50d2', '220b7796-c5d8-4b8e-a0d8-fd1934f0f0dd'], 'uri_comp_opt': ['e724205b-6b9a-45b4-b629-cd32a6c80b4f', '9e9a4209-c7cf-4f6e-973e-dc2ffadccc74'], 'uri_know_ess': ['0449bf39-a288-4ecc-823a-3d194be5e932', '2806260f-6399-4add-8f11-070141423f9d'], 'uri_know_opt': ['932e60c4-118a-4280-8e49-38a16a0c73d0']}",Master-D.,PhD,27,42,Motta di Livenza,"['respond to changing situations in health care', 'provide pre-treatment information', ""manage healthcare users' data"", 'ensure proper appointment administration']","['use foreign languages in patient care', 'perform procurement processes']","['techniques of blood-sampling', 'medical terminology']",['radiological procedures'],"[('Italian', 'C2'), ('French', 'C2')]",[],1,True
127,labour relations officer,"{'group': '2423', 'uri_comp_ess': ['1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76', '6053cf28-2f42-44bb-8d27-a43920128b30', '1212ac42-2564-4fce-80e1-6ce4ea4d9bf5'], 'uri_comp_opt': ['87cadd76-4e3a-47e5-b66d-559fbc1e8993', '6fce8d3f-a15f-4f26-943a-d200b32f6949', '5e9de344-2bea-40dc-8410-f940121330e4'], 'uri_know_ess': ['88b406d0-72e2-4087-be19-d5992d259473', '2be699a7-416a-4f32-967c-4edc65027b71', '97b713f0-b9e8-4903-8dee-7e0b4019a1c0'], 'uri_know_opt': []}",Bachelor-D.,Master-D.,26,33,Padova,"['act for the company', 'receive feedback from employees', 'recommend personnel management']","['respond to enquiries', 'oversee company policy', 'maintain working relationships with government agencies']","['human resource administration', 'government policy direction', 'employment regulation']",[],"[('French', 'Null')]",[],3,False
128,"import export specialist in computers, peripheral equipment and software","{'group': '3331', 'uri_comp_ess': ['aa31bb76-8109-43c4-abc0-21529336a880', '42ab725f-e57f-4320-a9fd-ac3d6717963d', '0efad746-55ba-4586-b481-ebfb1f7a8488'], 'uri_comp_opt': [], 'uri_know_ess': ['6f45a77d-9208-40f2-a116-ac99c77ef580', '04cda8e8-e06b-4c91-bbb5-27414dc1cf14', '9ce670ec-318c-4a91-9179-03437db728dc'], 'uri_know_opt': []}",Degree,Bachelor-D.,21,33,Due Carrare,"['handle carriers', 'ensure customs compliance', 'apply export strategies']",[],"['international commercial transactions rules', 'embargo regulations', 'ICT software specifications']",[],"[('Spanish', 'Null')]",[],2,True
129,securities broker,"{'group': '3311', 'uri_comp_ess': ['c4b5eec1-2da9-4353-acd4-fbbf929123e2', '25a7fc25-f2fc-4bfd-9999-943c03d53372', 'eb8babfb-ab91-4937-a032-6a79f82e9b7f', '79c36c91-28a5-44b7-ab9b-7093b2d4b21e'], 'uri_comp_opt': ['6bf6b5bd-6658-4338-b0ee-dc143e68e6d3', 'e92f4673-1dec-41ec-b6ec-36fef226359c', '66baba7d-178e-4c51-935f-03a9049ff2f6'], 'uri_know_ess': ['0bd4c62a-c309-467e-be76-8403b3f3a1a8', '905b6acd-377b-46b9-9d80-e47e9ca789ca', '88af9294-b697-4687-ae19-aefbb6234dfa'], 'uri_know_opt': ['d669af41-756c-48d9-a286-1443253f54b1', '7ee4c2ea-b349-4bd2-81a3-ec31475d4833', 'ecc18804-a466-40d9-98b4-fba5cd67dd4b']}",Master-D.,PhD,28,34,Torino,"['trade securities', 'protect client interests', 'analyse financial risk', 'advise on financial matters']","['provide support in financial calculation', 'provide financial product information', 'communicate with banking professionals']","['financial products', 'financial markets', 'economics']","['tax legislation', 'statistics', 'accounting']","[('Italian', 'A2'), ('Chinese', 'Null')]",[],-,False
130,sales support assistant,"{'group': '4311', 'uri_comp_ess': ['7c3865d1-e5a9-4043-a7a4-2e9e30468c0b', '0839eea4-c57b-4c14-b19b-923fbedb5d88'], 'uri_comp_opt': ['e3e42d54-78bd-4337-aa87-bb31a7670c9a'], 'uri_know_ess': ['450de541-797a-4da0-9fe4-a81471c8047d', '2ff405ec-f59c-4a7b-84b6-9776a49582c4'], 'uri_know_opt': ['15a33d76-4640-438d-ae64-fdc0c1d3eebc']}",Degree,Bachelor-D.,21,39,Segrate,"['perform office routine activities', 'perform business research']",['send sales invoices'],"['sales activities', 'accounting supervision']",['customer servicing'],"[('Italian', 'Null'), ('French', 'Null')]",[],2,False
131,telecommunications engineering technician,"{'group': '3522', 'uri_comp_ess': ['85c11255-469f-41bd-a6d1-382bc4a87783', '07e47d58-dd0e-4302-9e68-70a188e89065'], 'uri_comp_opt': [], 'uri_know_ess': ['3a5231a0-8c30-48ee-b671-08e2debd4441', '85ac537a-9233-42cc-a6e8-73851e77d214', 'ca73ac82-867a-4afa-9732-834aebe896ff', '6e4f75b4-c60f-4623-a9ba-760c8245753b'], 'uri_know_opt': ['be80acfc-b6f2-4411-9b8d-b19d9cd2556a']}",Degree,-,23,29,Schio,"['interpret technical texts', 'apply system organisational policies']",[],"['organisational policies', 'direct inward dialing', 'ICT system user requirements', 'ICT communications protocols']",['Swift (computer programming)'],"[('German', 'Null'), ('French', 'A2')]","[('English', 'Null')]",1,True
132,immigration policy officer,"{'group': '2422', 'uri_comp_ess': ['5e9de344-2bea-40dc-8410-f940121330e4', '1ad823ab-5eb5-4377-a24a-d3deca1f7bfd', '97c2e91e-3480-4651-a9e3-1c29ddeaa0cb'], 'uri_comp_opt': ['117df904-d348-4f14-bc92-feaaccba4ece', 'cd5efa8c-e44d-4cbc-91c6-796018dbed68'], 'uri_know_ess': ['6f45a77d-9208-40f2-a116-ac99c77ef580', '7da0b396-34d7-4714-ada4-78d222e515a0', '28b461d2-4a53-4629-9e61-77f31998c9c8'], 'uri_know_opt': ['c5449667-9b40-4114-8d74-f51177669984', '266ea734-31b2-4e44-9d00-0a3fd03fa454']}",Master-D.,-,25,41,Ravanusa,"['maintain cordial working relationships with government agencies', 'maintain relations with local representatives', 'develop immigration policies']","['promote inclusion in organisations', 'perform project management']","['international commercial transactions rules', 'immigration law', 'asylum systems']","['policy analysis', 'foreign affairs']","[('Spanish', 'C1'), ('English', 'Null')]",[],1,True
133,import export specialist in electronic and telecommunications equipment,"{'group': '3331', 'uri_comp_ess': ['de857fbb-91a6-4a3f-8a47-93a9c1a616c8', '91abe492-18be-4cce-93c7-0dca07072363', '42ab725f-e57f-4320-a9fd-ac3d6717963d'], 'uri_comp_opt': [], 'uri_know_ess': ['c4118654-695f-44bc-b9d3-1b26f3a955f8', 'cbf01241-d126-402a-af28-2eb81e2e24e8'], 'uri_know_opt': []}",Degree,-,20,28,Torino,"['plan transport operations', 'meet deadlines', 'ensure customs compliance']",[],"['international import export regulations', 'export regulations of dual-use goods']",[],"[('Italian', 'A1')]",[],2,True
134,sporting accessories specialised seller,"{'group': '5223', 'uri_comp_ess': ['afbe80ff-6e56-4ef9-a0a3-82cf8e76ee13', 'de7b8c6c-9ed4-4776-924c-4265dd1d9cde', 'a89c463d-e6f0-417d-9216-b59b92249226', 'ae697c12-e99e-4ad7-9b36-040afef5861b'], 'uri_comp_opt': ['cab28271-5965-4fcf-9d64-0acb43d51cb6'], 'uri_know_ess': ['0c0488b3-fca5-4deb-865b-8dc605c3d909', 'd6d3fee7-47e2-47f4-a0ec-6c75f28c6abd', 'fb3bc9b5-2297-4bba-85b1-60f696a92db8'], 'uri_know_opt': ['57437c77-18a4-45f2-aedd-5e146fc56681']}",Degree,Bachelor-D.,20,33,Trani,"['observe trends in sporting equipment', ""demonstrate products' features"", 'oversee order intake', 'commend customers on type of  sporting equipment for specific purposes']",['modify sporting equipment'],"['sales strategies', 'product comprehension', 'qualities of services']",['sports nutrition'],"[('Spanish', 'C2'), ('French', 'B1')]",[],3,False
135,ICT capacity planner,"{'group': '2523', 'uri_comp_ess': ['48b68726-0fd6-4e03-a5eb-82236516ee7a', 'f5dd06b8-5d17-4932-9d03-957d0c4f5051', 'b04f377b-ee80-4b38-aca1-19d266a23b17'], 'uri_comp_opt': ['0a52bed5-fd29-45fb-aba6-e32bccfda1c1'], 'uri_know_ess': ['ad59afe4-6f8a-4bc4-acfd-0f228277508a', '60d48be0-4260-4b2e-85b9-aedff7a9b7d9'], 'uri_know_opt': []}",Master-D.,PhD,28,35,Castelfiorentino,"['provide cost benefit analysis reports', 'perform resource planning', 'analyse business requirements']",['plan migration to cloud'],"['statistical analysis system software', 'ICT capacity planning strategies']",[],"[('Spanish', 'Null')]",[],1,True
136,residential care home worker,"{'group': '3412', 'uri_comp_ess': ['d22ed03b-5385-4c53-b399-17bfec2b61f5', 'edf5a26c-8a71-4683-99b1-a8f567a603e2'], 'uri_comp_opt': [], 'uri_know_ess': ['e97c0d89-2f81-4840-8602-e668a949482f', '39dd50ae-814c-4a15-99e9-39afcc36bf9f', '15a33d76-4640-438d-ae64-fdc0c1d3eebc', 'f75b740c-b36c-495e-bc67-efe347bbc6b5'], 'uri_know_opt': []}",Master-D.,PhD,29,40,Venezia,"['assign service users to community resources', 'maintain the trust of service users']",[],"['development and principles of human rights', 'legislation in the social sector', 'customer service', 'policies of a company']",[],"[('French', 'B1'), ('English', 'Null')]","[('Italian', 'Null')]",1,False
137,metal drawing machine operator,"{'group': '8121', 'uri_comp_ess': ['d9818afc-1dec-4944-8c9c-e3ae8fad176d', '465ff64a-1271-4064-8ed1-e969cb68d8b4', '285cac9e-dad3-4b7b-848f-9bd2860ae345', '7aa52bdc-9c56-4341-be65-e8e30f64403f'], 'uri_comp_opt': ['dcb57eb7-0362-48f5-a53f-7dc4f2c8f197', '8a4e99e0-f259-4931-888f-604cfdc15b31', 'c3d61bcf-e698-4d39-8db1-388284dbfc74'], 'uri_know_ess': ['7f107a85-d6ac-410f-a995-d635c5aa418b', '86ed2a45-eae9-4ab7-b0e6-d7508d33df4f'], 'uri_know_opt': []}",Less-than-degree,Degree,19,26,Villaricca,"['build appliance and machine control systems', 'perform test run', 'check gauge', 'monitor automated machines']","['safely handle metal wire under tension', 'perform machine maintenance', 'operate lifting equipment']","['types of metal', 'dies']",[],"[('Arabic', 'Null')]","[('English', 'Null')]",-,False
138,insurance claims manager,"{'group': '1346', 'uri_comp_ess': ['339ac029-066a-4985-9f9d-b3d7c8fea0bb', 'f5f5b244-6cea-4fbc-8a50-8f712791bc09', '79c36c91-28a5-44b7-ab9b-7093b2d4b21e'], 'uri_comp_opt': ['28d715e3-3e5b-4fb6-8dd2-4be4919c8587', '1b8194a4-952a-48e6-8087-237a29039f50'], 'uri_know_ess': ['541cdc23-1eec-4520-81fc-3392eaf538ed', '4a460161-eaea-4fe2-bd0e-164ccc635be1', '52e53619-fa77-4f72-b237-5e4aae784dc2', '66db424f-2abe-420d-8e5b-186607266b61'], 'uri_know_opt': ['fcd02121-ae3e-4d20-92ee-e2e368658a45']}",Degree,-,18,23,Preganziol,"['manage staff', 'follow company standards', 'counsel on financial matters']","['address guest complaints', 'analyse claim files']","['fraud detection', 'financial statements', 'financial management', 'corporate social responsibility']",['insurance market'],"[('Italian', 'Null'), ('French', 'Null')]","[('English', 'Null')]",4,True
139,logistics analyst,"{'group': '2421', 'uri_comp_ess': ['c95c29fe-3971-46b7-80e9-1f7e75ba99b3', '9b9dc550-351e-4dde-ac2b-7bd411e80e23', '0af529ff-a95d-419b-ab2a-335f6894a966'], 'uri_comp_opt': ['c73ea1b8-e121-4f91-b8f0-dee4ee28d6ec', 'f263da7f-0708-42c2-b1a9-39083416f632'], 'uri_know_ess': ['2abb7341-11a9-4799-9aef-7f2a83de0358', 'f929c89e-c363-4132-a918-e021d57b307c', '97902800-f9e0-4a73-8826-6cc42f874a18'], 'uri_know_opt': []}",Master-D.,-,25,31,Marineo,"['use specific data analysis software', 'review distribution management procedures', 'maintain logistics databases']","['develop a schedule', 'impart analytical observations']","['principles of theory of constraints', 'supply chain management', 'green logistics']",[],"[('Italian', 'Null'), ('English', 'Null')]",[],3,True
140,rolling stock engineer,"{'group': '2144', 'uri_comp_ess': ['541561bc-510c-4a99-881c-2d8bf5a85462', '0007bdc2-dd15-4824-b7d6-416522c46f35', 'e95058a6-e139-42e7-a470-72038a606649'], 'uri_comp_opt': ['e0ded9a1-372d-46c8-80b5-ad994d606ef2', '62278d41-2182-4a95-8e9c-ae6fa3e342b7'], 'uri_know_ess': ['59ea80e1-463a-4dba-82c6-d0b6d577d532', '8d4271ca-c9fd-40b3-875f-15f78332a49e', '12c7b323-d870-4f5b-9d7d-d9f525206d77', '209a5498-3449-4689-8ed9-bd08cab4fd78'], 'uri_know_opt': ['9c071f1d-eac3-449d-b004-c14775b5a3b9', '2bbdea06-a265-42b5-bb4f-7241b661f069', '4c58528e-bdaa-43ad-8f5a-8ad0b8cd4bbb']}",Master-D.,-,25,43,Francavilla al Mare,"['use technical drawing software', 'monitoring of compliance with railway vehicles regulations', 'assess viability of finances']","['maintain electromechanical equipment', 'ensure maintenance of trains']","['technical drawings', 'quality standards', 'production processes', 'engineering principles']","['analyse mechanisms', 'electromechanics', 'design principles']","[('Spanish', 'B1'), ('Italian', 'Null')]",[],3,True
141,green coffee buyer,"{'group': '3323', 'uri_comp_ess': ['de34a91b-f0ca-4e68-82ee-af814b6625a6', '5c966309-1cae-42ed-b29f-03c5ee1665dc', 'bc250150-3372-42c9-834a-a1b65f89ca0b', '750caee5-12a0-46ba-b8aa-1e56370deaf9'], 'uri_comp_opt': ['7edc05fe-378b-4c9e-bbb2-e5a29c5a845f', '2239694b-771a-4586-8b54-2794e361a9ae', 'fabc4abb-d255-403e-bfbb-6557afb4db58'], 'uri_know_ess': ['dc57f705-75b6-4232-b531-1f020afa0364', 'deab5e2f-d45c-439b-a4c7-f2ea3b8dad86'], 'uri_know_opt': []}",Master-D.,PhD,25,33,Mileto,"['connect coffee grind to coffee type', 'conduct extensive international travelling', 'administer requirements concerning manufacturing of food and beverages', 'analysis of consumer buying trends']","['perform public relations', 'sustain relationship with customers', 'label samples']","['food and beverage industry', 'characteristics of coffee']",[],"[('Spanish', 'Null'), ('Romanian', 'Null')]",[],-,False
142,court clerk,"{'group': '3411', 'uri_comp_ess': ['0a9244d7-00a9-46d6-8ea9-77a63567522b', '8b4e63f6-0194-4e3b-8dcc-e9636e6276b8', '8dc71fcf-2f4e-4877-92da-73d58547f2c0'], 'uri_comp_opt': ['43b13058-68d0-40c6-8031-caf5a7b7d20c'], 'uri_know_ess': ['a8585efe-4011-47b2-9aed-cd01bd3652c0', '66aad490-1c20-4e25-b189-634a218ee53e', 'db10b60e-efd2-4ba9-a873-d1e2ec37620f'], 'uri_know_opt': ['c7e686a1-d03e-4641-a229-68247fdc5887', 'ad7dbf6b-7c37-42c0-8566-328249a3d21d']}",Bachelor-D.,Master-D.,21,32,Mandello Vitta,"['send summons', 'chronicle court procedures', 'aid judge']",['task records maintaining'],"['legal probing', 'judicial case administration', 'judicial administration']","['legal phraseology', 'investigation research methods']","[('Arabic', 'Null')]","[('Italian', 'Null')]",3,False
143,tool pusher,"{'group': '8113', 'uri_comp_ess': ['1d86078b-c78a-46b7-bee6-9e2bb7532b91', '1dea2f3a-857c-4fc3-b1f8-d5f2015c46a9'], 'uri_comp_opt': ['5bedbef2-d955-46e0-84cc-2d971d70f6f6'], 'uri_know_ess': ['c1e0de6d-ec3b-4323-92d4-d1c62df2064a', 'efa141df-f382-418f-9121-bd88fd735669'], 'uri_know_opt': []}",Degree,Bachelor-D.,22,39,Verona,"['manage mining plant equipment', 'give instructions to staff']",['supply rigging equipment'],"['oil rig legislation', 'mechanics']",[],"[('French', 'A1')]",[],1,False
144,vehicle maintenance supervisor,"{'group': '7231', 'uri_comp_ess': ['debb8d81-ed7f-447d-853a-5d107fda6fcf', 'f5798f9c-42a3-4a54-b4c2-ec33a2ddd863', 'c57fbedb-6e0b-49cf-9ba2-cf431d61972e', 'dcc96a49-0bac-4a9c-8f8e-a32b4e47e6eb'], 'uri_comp_opt': ['e186976a-64f0-4052-a25b-297d19e1d0ec'], 'uri_know_ess': ['4394a7e8-ffec-4062-b679-a2570260a84f', 'a5b0cd5c-e13a-4ab3-8d93-4d242adcfb01'], 'uri_know_opt': []}",Degree,Bachelor-D.,19,37,Padova,"['provide customer follow-up services', 'monitor vehicle repairs', 'regulate  claims process', 'apply health and safety standards']",['think ahead'],"['types of vehicles', 'teamwork principles']",[],"[('Spanish', 'C2')]",[],4,True
145,video and motion picture director,"{'group': '2654', 'uri_comp_ess': ['2d3552aa-08da-4aad-9942-675be826a212', '1ef9cce1-bce6-4ec6-9071-41348f4c1acd'], 'uri_comp_opt': ['f8249dd0-c832-47d4-a9b5-0dad85d2bd16'], 'uri_know_ess': ['493b20c2-c435-449a-896e-0af057c41fef', 'eb3aa3a8-6ece-441d-9041-15dcb0880e47'], 'uri_know_opt': []}",Less-than-degree,Degree,18,27,Padova,"['work with playwrights', 'tell a story']",['supervise sound production'],"['film production process', 'cinematography']",[],"[('Italian', 'Null'), ('Arabic', 'B2')]",[],1,True
146,wood router operator,"{'group': '8172', 'uri_comp_ess': ['4c831013-9027-4ec6-83de-c5c19e68d083', '5f55caf6-a0d6-49db-aa47-dfc74c8b25a1'], 'uri_comp_opt': [], 'uri_know_ess': ['cf2005ee-c788-4283-81d9-b443dfdf2c2e', '00c85cbc-2b24-4605-a6fe-55b5c615e3fe'], 'uri_know_opt': []}",Degree,Bachelor-D.,21,31,Vertemate con Minoprio,"['work with machines safely', 'replace sawing blade on machine']",[],"['sorts of wood', 'sawing methods']",[],"[('French', 'C2'), ('English', 'B2')]","[('Italian', 'Null')]",2,True
147,incinerator operator,"{'group': '3132', 'uri_comp_ess': ['1a0d7ac7-71d6-4efd-84d3-199f88821bc3', '8d77f144-2391-43e9-961d-56d5fa110bae', 'f041ce17-a005-4c69-846e-e3806e0b62f9'], 'uri_comp_opt': [], 'uri_know_ess': ['750c0a9d-248e-49f1-a270-1bfdcf980bbd', 'a181e89d-44ae-40e7-8d37-177071237c74'], 'uri_know_opt': ['6f5850ea-5785-4e2c-b062-743066fd5bdb']}",Master-D.,-,27,36,Modugno,"['measurement of temperature of furnace', 'repair waste incinerator', 'briefing shift workers']",[],"['thermal treatment', 'measurement']",['legislation of the environment'],"[('Italian', 'B1')]","[('English', 'Null')]",3,False
148,biotechnical technician,"{'group': '3141', 'uri_comp_ess': ['6f41081b-39ee-4a42-a8d4-a1cee7a39873', '4fabca9a-7435-4f33-b1da-3cdb00340fdc'], 'uri_comp_opt': ['929a997b-d56c-4383-b36d-6de9fa0e1721', '5aec5b83-df71-483e-90b9-21e56a0a3cb2'], 'uri_know_ess': ['8259c2c0-2749-41e2-a4a8-4a64a76eab37', '9433da85-70fa-4a25-8f96-71fa59dd1989'], 'uri_know_opt': ['1236128d-9bb4-4d94-bc1e-40fd14824280', 'b1b118c4-3291-484e-b64d-6d51fd5da8b3']}",PhD,-,32,44,Rovello Porro,"['run laboratory simulations', 'perform scientific research']","['work with chemicals', 'measure pollution']","['laboratory techniques', 'biology']","['medicines', 'environmental engineering']","[('Italian', 'B2')]",[],1,True
149,energy analyst,"{'group': '3112', 'uri_comp_ess': ['28878fd9-9a17-452a-b3b8-5db5c63d7905', '29bfe2cd-f011-4f94-a3aa-f77768e60460'], 'uri_comp_opt': [], 'uri_know_ess': ['46454506-fb7c-4ad7-84e0-d4a6a5589ea1', '4e09e2d2-e317-47d2-bf5e-1d6c66be3efc', '071c7f1d-f659-4b96-a222-b21012297f3b', '83fc0b2b-6cd2-46af-b1ff-d3fc83604c26'], 'uri_know_opt': []}",Master-D.,PhD,25,43,Caltanissetta,"['analyse energy market trends', 'analyse energy consumption']",[],"['zero-energy building design', 'energy performance of buildings', 'energy market', 'energy efficiency']",[],"[('English', 'Null')]",[],1,False
150,choirmaster/choirmistress,"{'group': '2652', 'uri_comp_ess': ['d205b276-7f2b-4831-b22b-01427cb53f36', 'aa755e1d-81cd-498b-bd0e-99d393b9aeb4', 'df4bbd2e-2403-4e45-aaaa-239b72386af4', '7e1fe870-945c-4532-bf59-e94caf54b6f8'], 'uri_comp_opt': ['925ac396-118c-4a07-b4c2-31eb519e2268', 'b9a8210c-4cab-4a18-a38a-b43f7dbd770e'], 'uri_know_ess': ['d11e4683-d2fe-45fd-bb1a-e995f7877851', '52eb7ab6-269f-4f44-a21d-b0c705eaf857', 'bf21bcb8-6660-4f37-b16a-d276cca01474'], 'uri_know_opt': ['24554d47-70d2-4153-bb27-84e338e76792']}",Degree,Bachelor-D.,23,30,Caronia,"['select musical performers', 'position musicians', 'direct fundraising activities', 'collaborate with music librarians']","['develop cultural activities', 'collaborate with choreographers']","['musical theory', 'musical genres', 'music literature']",['cultural projects'],"[('English', 'Null')]",[],-,False
151,elderly home manager,"{'group': '1343', 'uri_comp_ess': ['cd195aad-29dd-43f5-a5be-e6994d83215b', '1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76', '6b85a3ef-4518-42e1-84ff-55ff13c2641f', 'aa238394-8126-4ada-be2f-9dfe065cf314'], 'uri_comp_opt': [], 'uri_know_ess': ['bfe4f330-d595-48c7-ab3c-f309471d6953', '3a5231a0-8c30-48ee-b671-08e2debd4441', '39dd50ae-814c-4a15-99e9-39afcc36bf9f', '52e53619-fa77-4f72-b237-5e4aae784dc2'], 'uri_know_opt': []}",Degree,-,19,28,Brindisi,"['undertake continuous professional development in social work', 'represent the organisation', 'advocate for social service users', 'observe organisational guidelines']",[],"['study of human behaviour and performance', 'organisational policies', 'legal requirements for the social sector', 'financial management']",[],"[('Spanish', 'B2'), ('French', 'B1')]",[],1,True
152,cider master,"{'group': '2145', 'uri_comp_ess': ['2f4e1ff6-1191-4fd8-b1bf-043af19cec65', '4295ade3-2c2a-455a-a71a-3cbcebd460ed', '55d46c76-385c-4a86-bc8c-328b6e2f8824'], 'uri_comp_opt': ['ff207c62-ccd0-4788-b99a-996a14320fad', 'f14ff4b7-be1e-4b55-b39b-520005f8a97e', 'e1f5c539-7c93-49ee-917d-a24e0d887686'], 'uri_know_ess': ['9cb8e3cd-a86c-406d-ac5c-272aa07e2278', '61bef658-d7f9-4759-b1b0-0f9cb3bc581a'], 'uri_know_opt': []}",Master-D.,-,26,37,L'Aquila,"['perform sensory evaluation of food products', 'operate pasteurisation processes', 'analyse apple juice for cider production']","['manage time in a food processing operation', 'liaise with managers', 'control expenses']","['variety of apples', 'biotechnology']",[],"[('Chinese', 'C2')]",[],-,False
153,metallurgical manager,"{'group': '1321', 'uri_comp_ess': ['75b30aeb-34c0-40f4-b77d-271d75a98b14', '1c08d63d-1c5e-4b9b-ad3e-f7ba7debb2d1', 'f5f5b244-6cea-4fbc-8a50-8f712791bc09'], 'uri_comp_opt': ['496932f1-0b6b-4f73-9432-d95c7ddcd43b', '89ba58e8-a67e-4d2b-ad42-6acab25c241b', '16886497-e872-421a-8b9c-dc7fbbbb1ba5'], 'uri_know_ess': ['c01b4549-3bc2-4640-8ecb-ef335fc4445c', 'a846cb9e-c152-41e7-bd34-45e7ff941e3b', '72a74f69-5cf1-43c5-99b9-62a444578919', '7d35602d-bc94-4975-aa7c-f4e8e05ce8e0'], 'uri_know_opt': []}",Master-D.,PhD,27,41,Furnari,"['improve business processes', 'forecast organisational risks', 'follow company standards']","['recruit employees', 'measure customer feedback', 'design metal components']","['types of metal manufacturing processes', 'legal requirements of ICT products', 'engineering processes', 'cost management']",[],"[('Romanian', 'C1'), ('Italian', 'Null')]",[],1,True
154,leather goods stitching machine operator,"{'group': '8153', 'uri_comp_ess': ['f2ce1560-2a29-41e9-b81b-bbe1554202d8', '17b3af3e-0bd5-4388-9fb4-db5d241aa9d8'], 'uri_comp_opt': ['7ff2c668-0e86-418a-a962-4958262ee337', '49298916-2090-4b08-ac57-5cfedaa5af36'], 'uri_know_ess': ['737abc6e-60a9-4c49-b11e-1e0e584771bb', '1f857013-3fbc-4205-b904-fe6506744687', 'acb43107-4354-40a5-8a82-9b9264fafacf', '61cea229-2057-4687-ac14-62d8ea1419ad'], 'uri_know_opt': []}",Less-than-degree,-,21,35,Sacile,"['apply pre-stitching techniques', 'apply basic rules of maintenance to leather goods and footwear machinery']","['using communication techniques', 'reduce environmental impact of footwear manufacturing']","['quality assurance and control in leather goods', 'leatherwear manufacturing processes', 'machines for footwear production', 'footwear equipments']",[],"[('Spanish', 'B1'), ('Russian', 'Null')]","[('German', 'Null')]",3,False
